estudiante_id,genero,nse,region,capacidad_score,capacidad_nivel,rama_real,opcion_real,opcion_numero,motivacion_principal,presion_familiar,consistencia,fase1_p01,fase1_p02,fase1_p03,fase1_p04,fase1_p05,fase1_p06,fase1_p07,fase1_p08,fase1_p09,fase1_p10,fase1_p11,fase1_p12,fase1_p13,fase1_p14,fase1_p15,fase1_p16,fase1_p17,fase1_p18,fase1_p19,fase1_p20,fase1_p21,fase1_p22,fase1_p23,fase1_p24,fase1_p25,fase1_p26,fase1_p27,fase1_p28,fase1_p29,fase1_p30,fase1_p31,fase1_p32,fase1_p33,fase1_p34,fase1_p35,fase1_p36,fase1_p37,fase1_p38,fase1_p39,fase1_p40,fase1_p41,fase1_p42,fase1_p43,fase1_p44,fase1_p45,fase1_p46,fase1_p47,fase1_p48,fase1_p49,fase1_p50,fase1_p51,fase1_p52,fase1_p53,fase1_p54,fase1_p55,fase1_p56,fase1_p57,fase1_p58,fase1_p59,fase1_p60,fase1_p61,fase1_p62,fase1_p63,fase1_p64,fase1_p65,fase1_p66,fase1_p67,fase1_p68,fase1_p69,fase1_p70,fase1_p71,fase1_p72,fase1_p73,fase1_p74,fase1_p75,fase1_p76,fase1_p77,fase1_p78,fase1_p79,fase1_p80,fase2_p01,fase2_p02,fase2_p03,fase2_p04,fase2_p05,fase2_p06,fase2_p07,fase2_p08,fase2_p09,fase2_p10,fase2_p11,fase2_p12,fase2_p13,fase2_p14,fase2_p15,fase2_p16,fase2_p17,fase2_p18,fase2_p19,fase2_p20,fase2_p21,fase2_p22,fase2_p23,fase2_p24,fase2_p25,fase2_p26,fase2_p27,fase2_p28,fase2_p29,fase2_p30,fase2_p31,fase2_p32,fase2_p33,fase2_p34,fase2_p35,fase2_p36,fase2_p37,fase2_p38,fase2_p39,fase2_p40,fase2_p41,fase2_p42,fase2_p43,fase2_p44,fase2_p45,fase2_p46,fase2_p47,fase2_p48,fase2_p49,fase2_p50,fase2_p51,fase2_p52,fase2_p53,fase2_p54,fase2_p55,fase2_p56,fase2_p57,fase2_p58,fase2_p59,fase2_p60,fase2_p61,fase2_p62,fase2_p63,fase2_p64,fase2_p65,fase2_p66,fase2_p67,fase2_p68,fase2_p69,fase2_p70,fase2_p71,fase2_p72,fase2_p73,fase2_p74,fase2_p75,fase2_p76,fase2_p77,fase2_p78,fase2_p79,fase2_p80
1351,F,bajo,sur,0.458,media,Oficios_Tecnicos,CHEF,19,empleabilidad_rapida,0.437,0.781,E,B,D,A,C,B,B,D,C,A,B,D,C,A,B,E,B,D,A,C,D,B,A,C,C,B,D,C,B,A,C,E,B,D,B,C,A,C,C,A,D,B,D,B,C,C,C,E,B,E,C,C,A,B,D,B,E,C,A,A,B,A,C,B,D,C,C,B,D,B,D,C,C,B,E,A,E,C,A,C,D,D,D,D,E,A,D,B,D,D,D,D,B,E,D,D,B,D,D,C,B,D,D,B,B,D,D,D,E,D,D,D,C,D,D,D,D,C,E,D,D,D,B,D,D,A,D,D,D,D,D,D,C,B,D,E,C,B,C,D,D,D,D,E,D,A,D,D,D,D,D,D,B,D,D,D,D,D,B,D
1352,M,medio,sur,0.4,media,Ingenieria,CIV,9,estabilidad_economica,0.239,0.782,C,A,B,B,C,B,A,B,D,D,C,A,C,D,B,A,B,B,D,A,D,B,D,C,B,C,B,C,C,B,B,B,B,B,A,C,E,C,B,A,B,B,B,B,C,D,C,B,A,B,C,E,D,D,D,B,E,C,D,C,B,B,C,B,C,B,C,C,D,B,B,C,B,B,B,A,B,D,B,C,E,D,D,D,B,C,D,D,D,E,A,D,D,E,B,D,D,D,D,C,D,A,D,D,D,D,D,D,D,D,B,D,D,C,D,D,D,D,D,D,D,D,E,D,D,D,D,D,D,C,D,B,B,D,B,B,D,C,D,D,E,D,D,D,D,D,D,D,D,D,D,B,D,D,D,D,A,B,A,B
1353,M,bajo,norte,0.649,media_baja,Oficios_Tecnicos,ELEC_IND,18,empleabilidad_rapida,0.321,0.948,E,B,E,C,D,B,B,E,C,C,B,E,D,D,B,B,B,B,B,B,A,B,B,C,C,A,E,C,C,B,C,E,B,E,C,B,D,C,C,A,E,C,A,B,C,D,C,A,B,A,C,D,C,D,D,B,A,C,D,A,B,D,C,D,D,D,C,B,B,B,E,C,B,B,D,A,D,A,B,C,C,E,B,C,C,C,C,A,C,C,A,D,C,C,C,C,C,C,A,C,C,C,E,A,C,C,C,C,A,C,C,C,D,E,E,B,C,C,C,B,E,C,C,C,C,B,C,A,C,D,C,C,D,C,E,C,C,C,C,E,C,A,D,C,E,C,C,C,C,E,C,C,C,E,C,C,B,A,C,C
1354,F,bajo,pacifico,0.901,media,Oficios_Tecnicos,ELEC_IND,18,empleabilidad_rapida,0.275,0.725,D,D,D,A,E,B,B,D,A,B,A,D,D,D,B,A,B,E,D,D,A,B,E,C,D,B,E,C,B,A,C,B,B,D,B,B,E,C,D,A,E,C,D,B,C,E,C,E,B,B,C,B,C,B,D,B,E,C,B,A,B,A,C,B,A,A,C,B,D,B,E,C,E,B,B,A,E,C,D,C,A,C,C,C,C,C,C,C,C,C,C,D,C,C,A,C,C,A,C,C,C,D,D,C,A,D,B,C,C,A,C,C,C,B,C,C,A,C,B,C,E,E,C,D,C,A,C,B,E,C,E,C,C,C,C,C,C,B,C,C,C,C,B,C,C,C,B,B,D,C,B,A,D,D,C,C,E,C,C,C
1355,F,medio,sur,0.214,baja,Ingenieria,MEC,8,crecimiento_profesional,0.566,0.772,D,D,D,E,C,D,C,B,C,D,E,E,D,D,E,B,D,E,C,B,C,C,B,D,D,C,B,B,D,D,D,B,C,B,E,C,B,B,B,E,B,C,B,E,B,B,B,C,C,A,A,B,D,C,B,E,B,B,B,D,C,B,A,B,C,B,A,C,B,C,D,D,B,D,B,E,B,D,D,B,D,C,C,C,C,C,C,B,C,C,C,C,C,C,C,B,D,D,C,C,C,B,C,C,C,C,C,C,C,B,C,C,C,E,A,C,C,C,C,E,C,C,D,C,C,C,C,C,C,C,D,B,B,D,B,C,A,C,C,C,E,C,B,C,C,C,C,C,C,C,A,C,C,B,C,C,C,C,B,C
1356,F,bajo,pacifico,0.19,media_baja,Oficios_Tecnicos,TEC_SIS,17,estabilidad_economica,0.356,0.709,C,E,D,C,B,B,A,D,B,A,C,E,D,B,B,D,B,E,B,D,D,B,B,C,D,B,D,C,C,D,A,E,B,B,B,C,A,C,C,A,D,B,A,D,C,E,C,D,B,E,C,A,C,B,D,B,E,C,E,C,B,C,C,D,C,D,C,C,D,B,D,C,E,B,C,A,D,B,E,C,B,B,B,E,D,B,E,B,B,C,E,C,B,C,B,B,C,B,B,C,B,B,B,B,B,B,E,B,B,B,B,D,B,B,B,B,B,B,B,D,B,B,B,B,C,B,B,B,B,B,A,B,B,B,B,B,C,B,B,E,B,B,B,B,B,B,E,B,C,E,B,B,B,B,B,B,B,B,E,B
1357,M,medio,centro,1.141,media_alta,Oficios_Tecnicos,ELEC_IND,18,crecimiento_profesional,0.5,0.938,E,A,C,B,E,B,B,D,D,B,A,C,C,D,B,A,B,B,A,A,A,B,B,C,D,A,E,C,B,D,B,D,B,D,D,B,C,C,C,A,A,B,B,A,C,E,C,C,B,B,C,B,A,B,E,B,B,C,A,B,B,D,C,B,B,B,C,B,A,B,C,C,E,B,D,A,A,B,B,C,C,C,C,D,C,C,C,C,C,C,C,C,C,D,C,C,B,C,C,C,C,C,C,C,A,D,A,E,C,C,C,C,C,B,C,C,C,C,C,C,C,C,D,B,E,C,E,C,C,C,C,C,C,C,C,A,C,C,B,B,D,C,C,D,E,C,D,D,C,C,C,D,D,C,C,C,C,C,C,C
1358,M,medio_alto,norte,0.678,media_baja,Oficios_Tecnicos,ELEC_IND,18,estabilidad_economica,0.34,0.798,E,D,D,B,E,B,B,B,B,A,A,E,C,D,B,D,B,C,D,E,D,B,D,C,C,C,D,C,B,D,C,D,A,D,C,B,E,C,C,A,E,B,D,C,C,B,C,B,A,D,C,D,A,B,D,B,B,C,D,A,B,D,C,D,B,C,C,C,A,B,C,C,D,B,D,A,A,B,E,C,A,C,B,C,C,C,C,D,D,D,C,C,C,E,A,C,C,C,D,E,C,C,C,C,C,B,C,B,A,C,D,C,D,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,E,B,C,C,C,C,C,A,A,C,C,B,C,C,C,A,C,C,C,B,B,C,C,C,C,C,C,C,D,C,B,D
1359,M,medio,sur,0.43,media,Negocios,DER,14,balance_vida_trabajo,0.489,0.791,E,D,C,B,C,B,B,C,D,A,D,A,C,D,C,D,B,C,A,C,A,B,E,C,A,A,A,C,B,C,C,C,B,C,C,B,C,C,C,A,C,B,D,D,C,E,C,C,B,E,C,D,D,B,D,B,D,C,E,B,B,A,C,C,C,D,C,B,A,B,A,C,D,B,E,A,C,A,D,C,D,D,D,D,D,A,C,D,D,D,D,D,A,D,D,D,D,D,D,D,D,D,D,C,D,D,D,C,D,D,D,D,D,E,D,D,D,D,E,D,E,A,D,C,D,C,D,D,D,D,B,D,B,D,C,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,A,D,B,B
1360,F,medio,norte,0.846,media,Negocios,COM,15,crecimiento_profesional,0.244,0.765,C,D,D,C,D,B,B,D,B,C,B,E,C,B,B,D,B,E,A,C,A,B,A,C,D,C,C,C,B,B,A,E,B,A,B,B,D,C,C,A,C,C,C,C,C,D,C,C,B,C,C,E,B,B,D,B,D,C,B,B,B,D,C,A,B,D,C,C,D,B,D,C,C,B,C,A,E,C,C,C,E,A,E,E,E,B,E,B,E,E,C,E,C,E,D,E,D,B,A,D,E,E,A,E,C,E,D,E,C,C,E,E,C,E,E,E,D,E,E,B,E,E,C,E,E,E,E,E,E,E,C,C,E,E,C,E,A,C,A,A,E,E,E,E,E,E,E,E,A,E,E,E,B,B,D,E,E,B,E,B
1361,M,bajo,pacifico,0.565,media_baja,Oficios_Tecnicos,TEC_SIS,17,ayudar_familia,0.555,0.86,C,E,D,B,B,B,B,D,C,A,C,D,C,D,C,B,B,E,D,D,D,B,B,C,E,B,C,C,B,D,A,E,B,B,A,B,C,C,D,A,E,C,D,A,C,B,C,E,B,D,C,B,C,B,D,B,D,C,D,D,B,D,C,B,A,D,C,B,A,B,C,C,D,B,C,A,E,A,D,C,D,D,D,B,C,B,C,A,B,B,B,B,B,B,B,B,B,B,B,B,C,B,A,B,C,D,A,B,B,B,C,A,B,B,B,B,B,B,D,D,B,A,B,B,B,B,C,B,B,C,B,B,C,B,B,B,B,B,C,C,B,B,B,B,D,B,B,B,B,C,E,E,C,B,B,B,B,B,D,D
1362,F,alto,centro,0.979,media,Negocios,COM,15,realizacion_personal,0.792,0.901,C,B,C,B,A,B,B,D,B,B,A,C,C,D,B,D,B,D,D,D,A,B,A,C,C,A,E,C,C,D,C,D,B,C,C,C,B,C,A,A,C,B,C,D,C,C,C,A,B,D,C,B,C,B,D,B,C,C,C,B,B,B,C,C,C,E,C,B,C,B,C,C,C,B,D,A,C,C,C,C,D,E,E,D,E,B,B,C,E,A,B,E,C,E,C,E,D,C,C,A,E,D,D,E,E,A,A,E,D,B,E,D,E,D,E,D,E,B,D,E,E,E,E,E,E,E,E,E,B,E,E,E,E,D,E,E,C,E,E,B,E,E,B,E,E,E,E,D,B,E,E,E,B,A,D,B,B,E,E,B
1363,F,medio_alto,centro,0.83,media,Ingenieria,ARQ,10,balance_vida_trabajo,0.529,0.767,E,D,D,B,D,B,B,B,B,D,C,A,C,A,C,E,B,B,A,A,D,B,B,C,B,A,B,C,B,D,D,D,B,D,C,B,B,C,D,A,B,C,B,A,C,B,C,B,B,D,C,C,D,B,B,B,B,C,D,C,B,B,C,E,B,D,C,B,B,B,B,C,B,B,B,A,B,B,C,C,E,E,D,E,D,B,E,E,D,C,A,B,E,E,E,E,D,E,D,B,E,D,C,E,E,E,C,E,A,E,B,E,E,D,E,E,C,B,C,C,A,B,E,C,E,E,D,E,E,E,E,E,B,E,B,D,B,E,D,E,E,B,E,E,E,E,E,D,B,D,E,E,C,B,A,A,E,E,E,D
1364,M,alto,pacifico,0.421,media_baja,Oficios_Tecnicos,TEC_AUTO,20,prestigio_social,0.768,0.801,C,D,D,B,A,B,B,D,C,A,B,D,D,D,C,E,B,D,A,E,D,B,D,C,D,C,D,C,B,E,B,D,B,A,A,C,D,C,C,A,E,B,E,C,C,D,C,E,B,D,C,B,C,B,A,B,E,C,D,B,B,E,C,D,C,B,C,C,D,B,B,C,E,B,D,A,C,C,A,C,E,B,E,E,C,C,E,D,C,A,E,E,C,E,B,E,B,E,E,E,E,E,E,E,E,D,B,B,E,C,B,E,B,A,E,E,E,E,E,E,D,D,E,E,E,E,E,E,B,E,D,C,C,E,D,E,E,E,E,E,E,E,C,E,D,C,E,D,E,C,B,E,B,E,B,E,C,E,E,B
1365,F,bajo,centro,1.333,media_alta,Oficios_Tecnicos,TEC_AUTO,20,ayudar_familia,0.577,0.661,D,A,D,B,C,B,B,C,D,B,B,E,C,E,B,E,B,A,B,B,A,B,D,C,D,B,A,C,B,D,A,D,B,A,A,B,B,C,D,A,D,B,A,A,C,E,C,B,B,C,C,C,A,B,E,B,B,C,C,A,B,A,C,C,B,E,C,C,A,B,E,C,B,B,D,A,C,B,B,C,C,D,E,E,E,E,C,E,D,E,C,C,E,E,C,E,A,D,C,D,C,B,E,E,C,E,C,A,A,D,E,A,E,E,E,E,B,E,E,E,D,B,B,E,D,C,D,A,B,D,B,E,B,C,D,E,D,B,E,B,C,A,D,E,E,E,B,E,E,E,D,E,E,A,E,E,E,D,B,D
1366,M,bajo,sur,0.528,media_baja,Oficios_Tecnicos,TEC_AUTO,20,ayudar_familia,0.503,0.916,E,D,B,B,E,B,B,D,A,A,D,A,D,D,C,D,B,B,A,E,D,B,B,C,D,B,D,C,B,E,B,E,B,A,C,B,D,C,D,A,D,B,B,A,C,D,C,D,B,E,C,D,B,D,B,B,D,C,B,C,B,C,C,B,C,B,C,B,A,B,C,C,B,B,B,A,B,A,D,C,B,E,E,E,E,E,B,E,E,E,E,E,E,E,E,C,A,E,E,E,B,E,A,B,E,E,E,E,E,C,E,E,E,E,E,E,E,E,B,E,D,E,E,B,A,C,C,C,E,D,E,A,E,E,E,C,E,E,B,A,A,E,C,E,E,E,E,D,E,E,C,D,B,C,B,D,E,B,D,E
1367,M,medio,norte,0.793,media,Oficios_Basicos,ALBANIL,21,balance_vida_trabajo,0.363,0.925,D,D,D,A,A,B,A,C,B,E,A,E,C,C,B,D,B,E,C,D,A,B,B,C,D,B,E,C,B,E,A,D,B,E,C,C,A,C,E,A,D,B,D,C,C,E,C,E,B,B,C,E,C,B,D,B,D,C,D,B,B,B,C,D,D,E,C,B,D,B,E,C,D,B,E,A,D,A,E,C,B,A,A,A,A,A,A,C,D,E,A,A,A,D,A,C,D,D,A,D,D,B,A,D,D,B,E,C,A,A,A,E,E,D,D,B,A,A,A,D,B,A,A,C,E,A,A,B,A,C,B,C,C,A,C,E,D,A,A,A,A,C,A,A,A,A,B,A,C,D,D,D,A,D,E,D,B,A,E,A
1368,M,medio_alto,centro,1.063,media_alta,Negocios,ADM,11,balance_vida_trabajo,0.471,0.828,C,D,E,B,B,B,B,B,B,A,C,D,C,E,B,D,B,C,A,B,A,B,C,C,E,B,C,C,B,D,B,D,B,C,B,B,D,C,B,A,C,C,D,C,C,C,C,C,B,C,C,C,A,B,D,B,D,C,B,C,B,D,C,C,B,C,C,C,C,B,C,C,E,B,D,A,C,C,C,C,A,A,A,A,A,B,A,A,A,A,A,D,B,D,A,B,A,B,E,B,D,E,C,A,C,B,A,A,A,A,A,D,A,A,A,A,A,A,C,A,B,A,A,C,B,E,A,D,D,E,A,A,A,A,A,A,D,A,C,D,D,A,C,A,A,A,D,A,B,B,A,D,E,D,C,A,A,A,A,C
1369,F,medio,norte,0.511,media_baja,Oficios_Basicos,VENDEDOR,24,estabilidad_economica,0.321,0.791,B,B,C,A,E,B,B,D,D,D,B,A,D,A,B,C,B,D,C,D,A,B,E,C,D,A,D,C,B,D,D,D,A,D,C,C,D,C,D,A,E,B,D,A,C,D,C,E,B,D,C,E,C,B,C,B,D,C,D,B,B,E,C,B,A,B,C,C,E,B,A,C,E,B,C,A,D,C,E,C,A,D,C,C,D,D,D,D,D,D,D,D,D,D,A,D,D,D,D,D,A,C,B,D,D,D,D,D,D,D,D,D,D,C,A,D,D,D,D,D,D,D,D,D,D,C,D,C,D,D,C,A,D,D,D,D,D,D,D,D,C,D,C,D,D,C,D,D,D,B,D,D,D,C,E,D,D,D,D,D
1370,M,medio,sur,0.423,media_baja,Oficios_Tecnicos,TEC_ENF,16,crecimiento_profesional,0.545,0.666,E,B,C,B,B,B,A,D,D,A,C,C,C,D,C,D,B,E,A,E,D,B,D,C,D,A,D,C,B,D,D,D,A,E,D,C,A,C,C,A,D,C,C,B,C,A,C,D,B,C,C,D,D,B,D,B,C,C,E,C,B,D,C,C,C,C,C,B,D,B,E,C,D,B,E,A,D,B,D,C,B,A,A,A,A,D,A,E,A,D,A,A,E,A,D,A,A,A,A,B,A,A,D,A,A,D,A,A,A,A,C,A,A,A,A,A,E,B,A,A,A,B,E,A,A,A,C,B,B,D,C,A,A,A,B,A,A,A,C,C,A,E,A,A,A,A,A,A,C,A,A,D,A,E,C,A,D,A,D,C
1371,F,medio,norte,1.215,media_alta,Salud,PSI,2,balance_vida_trabajo,0.584,0.753,B,B,D,A,B,B,B,D,D,D,C,B,C,E,B,B,B,A,B,D,A,B,A,C,E,B,A,C,B,A,B,B,B,A,B,B,A,C,D,A,A,B,D,A,C,D,C,B,B,A,C,A,C,B,B,B,B,C,B,B,B,E,C,C,B,A,C,B,A,B,A,C,D,B,D,A,D,B,A,C,B,E,B,B,D,B,B,C,B,E,D,B,B,B,B,C,D,D,B,B,B,B,D,B,B,D,B,A,B,E,D,A,E,B,B,E,B,B,B,A,C,B,C,B,B,D,E,B,C,B,C,B,B,B,B,B,A,B,B,C,B,B,B,D,B,B,B,B,B,B,E,C,E,B,C,B,B,C,B,B
1372,M,medio_alto,sur,1.2,media,Salud,ODO,4,balance_vida_trabajo,0.465,0.747,B,B,D,A,B,B,B,C,A,C,A,B,D,B,C,D,B,D,C,D,A,B,A,C,A,B,A,C,B,A,C,D,A,C,B,B,A,C,B,A,A,B,D,A,C,D,C,D,B,A,C,D,A,B,A,B,C,C,E,C,B,A,C,B,A,A,C,B,C,B,A,C,E,B,E,A,A,A,D,C,D,D,D,D,C,D,D,D,D,B,D,D,C,D,E,D,D,B,D,D,A,D,D,D,D,D,C,D,A,D,D,A,D,D,D,E,E,D,D,D,D,D,B,D,C,B,A,D,D,D,D,D,D,D,B,D,D,D,D,D,A,D,D,D,D,D,D,B,D,D,D,D,D,D,B,B,B,D,D,D
1373,F,bajo,centro,0.41,media,Oficios_Basicos,LIMPIEZA,23,ayudar_familia,0.587,0.825,E,B,D,B,A,B,A,D,D,B,B,E,C,D,B,C,B,E,A,E,D,B,A,C,A,C,E,C,B,D,B,D,B,D,A,B,E,C,D,A,D,C,E,B,C,E,C,E,A,D,C,D,C,B,D,B,E,C,E,B,B,C,C,D,B,D,C,C,D,B,B,C,E,B,A,A,D,C,B,C,C,C,C,A,C,E,B,A,C,D,C,C,C,C,A,B,C,C,C,C,C,C,C,E,D,C,C,D,D,C,B,C,D,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,E,C,C,C,C,C,C,C,C,C,B,C,A,C,B,C,D,C,C,C,C,C,C,D,C,C,C,E,C
1374,F,bajo,sur,0.25,media_baja,Oficios_Tecnicos,ELEC_IND,18,estabilidad_economica,0.524,0.706,B,D,D,A,B,B,A,C,C,A,C,E,D,D,C,D,B,E,B,E,D,B,E,C,D,B,E,C,B,A,B,E,A,D,B,C,C,C,D,A,E,C,D,D,C,E,C,A,A,D,C,E,C,D,D,B,E,C,E,B,B,C,C,D,B,E,C,B,B,B,D,C,E,B,D,A,D,C,B,C,C,B,C,C,C,D,C,C,A,C,C,C,D,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,D,E,C,C,D,A,C,D,D,C,C,C,C,E,D,C,A,C,C,D,C,C,C,C,C,A,C,D,C,B,C,B,C,B,B,C,A,C
1375,F,medio,centro,0.894,media_baja,Negocios,CONT,12,crecimiento_profesional,0.548,0.895,C,C,D,B,D,B,B,D,B,C,B,C,C,E,C,D,B,D,D,D,D,B,E,C,D,C,C,C,B,C,A,C,B,B,A,C,D,C,C,A,E,B,E,B,C,C,C,C,B,C,C,D,D,B,D,B,D,C,A,B,B,D,C,C,C,C,C,B,A,B,B,C,B,B,A,A,C,B,B,C,B,E,B,B,B,B,B,B,B,B,B,B,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,C,B,B,B,B,B,B,C,D,B,E,E,B,B,B,B,E,B,D,B,B,B,B,B,E,C,B,B,B,B,B,B,A,B,B,B,C,B,D,B,D,B,A,B,B,B,B
1376,F,bajo,norte,0.489,media_baja,Oficios_Tecnicos,TEC_AUTO,20,ayudar_familia,0.437,0.652,E,D,E,B,A,B,B,B,B,E,A,A,C,D,B,E,B,E,B,D,D,B,C,C,E,A,D,C,C,B,D,E,B,E,D,C,D,C,C,A,A,B,E,B,C,A,C,B,B,D,C,B,C,D,E,B,E,C,E,B,B,D,C,D,D,B,C,B,D,B,E,C,D,B,E,A,E,B,D,C,E,E,C,E,C,A,B,E,B,E,C,E,E,E,D,E,D,E,C,B,D,A,E,B,C,B,D,D,B,E,E,E,C,C,B,E,A,E,E,E,E,E,D,D,B,A,A,A,E,E,E,B,D,D,B,E,E,E,A,B,E,D,E,B,D,C,A,B,B,C,B,E,E,E,B,E,E,C,E,E
1377,F,bajo,norte,0.182,baja,Oficios_Tecnicos,CHEF,19,ayudar_familia,0.492,0.69,E,D,B,D,D,B,D,D,B,A,D,A,B,A,D,D,C,E,D,A,B,C,E,E,D,C,E,B,A,D,C,D,C,D,D,A,E,D,E,E,A,A,D,D,D,D,B,B,C,D,E,E,C,C,D,D,E,E,D,B,E,B,A,E,D,A,B,D,D,C,A,B,D,D,C,E,C,C,A,D,E,D,D,D,B,C,D,C,C,D,C,C,D,C,D,D,D,D,D,D,D,D,D,D,B,D,D,B,D,D,D,D,D,D,D,D,D,D,D,D,B,D,E,C,C,D,D,E,C,B,D,D,E,D,D,D,D,A,D,D,C,C,D,A,D,B,D,D,D,D,A,D,B,D,D,D,D,D,D,D
1378,F,bajo,centro,0.405,baja,Oficios_Tecnicos,TEC_AUTO,20,ayudar_familia,0.67,0.695,E,D,D,C,E,C,A,D,E,E,D,C,B,D,D,D,C,D,D,D,C,E,D,B,D,B,B,E,E,B,B,D,D,D,C,E,E,D,B,C,D,D,D,D,B,D,A,E,E,D,A,D,D,D,A,D,B,D,D,D,C,C,D,A,D,D,D,E,D,C,B,D,E,D,D,C,A,D,D,B,E,E,E,E,E,A,E,E,E,E,C,E,C,E,C,E,E,E,E,B,D,E,C,B,B,E,E,C,E,E,E,C,E,E,E,C,A,B,D,E,C,C,A,C,E,D,E,E,E,D,D,E,D,E,A,C,C,E,E,E,E,E,E,C,E,B,E,E,D,C,E,E,E,E,A,C,E,E,E,A
1379,M,bajo,sur,0.189,baja,Oficios_Basicos,VENDEDOR,24,empleabilidad_rapida,0.325,0.902,E,D,D,E,C,D,D,C,C,C,C,E,A,B,C,D,D,E,C,E,D,C,B,E,D,D,C,C,C,B,D,D,C,D,D,E,E,E,D,C,D,B,D,C,B,D,E,C,C,B,D,D,D,C,E,B,D,B,C,A,A,D,B,D,D,D,B,C,B,B,E,B,D,B,B,E,D,D,E,A,C,D,C,A,C,D,D,E,D,D,A,D,D,D,D,B,D,D,D,D,D,D,D,D,D,D,B,A,C,A,D,D,D,D,C,D,D,C,E,C,D,D,B,D,D,E,D,D,E,D,D,D,E,D,B,C,D,D,B,C,D,D,D,E,D,A,D,E,D,D,D,D,D,D,B,B,B,D,D,D
1380,M,medio,sur,1.2,media,Salud,ODO,4,crecimiento_profesional,0.382,0.728,E,E,B,A,A,B,B,A,A,E,B,B,C,D,B,B,B,A,C,A,A,B,B,C,D,A,C,C,B,B,D,A,B,C,B,B,A,C,A,A,A,B,D,B,C,A,C,A,B,A,C,A,B,B,C,B,A,C,A,C,B,A,C,C,B,A,C,B,D,B,C,C,B,B,D,A,A,A,D,C,D,D,D,C,D,D,D,D,D,D,C,D,D,C,D,D,C,D,D,D,D,E,D,C,D,D,B,B,D,D,D,D,D,D,D,D,B,B,D,D,D,D,D,C,D,B,D,D,D,D,D,D,D,D,D,D,D,D,A,C,D,D,D,A,D,D,D,D,D,B,D,D,B,D,D,D,D,D,C,B
1381,F,bajo,centro,0.628,media_baja,Oficios_Tecnicos,CHEF,19,empleabilidad_rapida,0.503,0.743,E,A,D,C,B,B,B,D,B,A,B,B,C,D,B,D,B,E,C,D,A,B,D,C,D,B,A,C,C,D,A,E,A,E,B,C,E,C,E,A,B,C,A,B,C,B,C,D,B,B,C,E,C,B,A,B,E,C,D,C,B,C,C,A,C,D,C,B,D,B,C,C,D,B,D,A,E,A,D,C,D,D,A,D,D,D,D,D,D,D,D,B,B,D,D,D,B,D,D,D,E,D,D,E,D,D,D,D,D,D,E,D,D,D,C,E,D,D,E,C,D,D,C,D,B,C,D,D,D,D,B,D,D,E,D,C,D,D,D,C,A,B,D,E,B,A,D,D,D,B,D,B,C,C,D,D,D,D,D,A
1382,M,medio,sur,1.152,media_alta,Salud,ENF,5,crecimiento_profesional,0.323,0.825,D,B,C,B,B,B,A,B,B,B,D,B,C,D,B,E,B,D,B,D,A,B,D,C,A,A,A,C,B,D,A,A,B,D,B,C,A,C,E,A,B,B,A,A,C,D,C,B,B,A,C,D,C,B,A,B,B,C,E,D,B,A,C,A,A,A,C,B,B,B,A,C,E,B,C,A,A,C,A,C,E,E,D,D,E,E,D,B,E,D,D,B,D,E,E,E,A,B,B,E,E,E,B,B,D,E,D,C,C,D,E,C,E,E,E,D,C,C,E,E,D,E,B,E,B,B,E,D,B,E,E,A,C,E,E,E,C,A,E,E,A,E,B,E,D,B,E,E,C,E,C,D,A,E,C,E,E,D,E,E
1383,M,medio_alto,sur,1.2,media,Negocios,MKT,13,crecimiento_profesional,0.435,0.807,C,D,D,C,E,B,B,E,B,E,D,C,C,E,B,E,B,C,A,D,A,B,C,C,E,B,D,C,B,B,C,C,B,D,C,B,E,C,C,A,C,B,D,B,C,D,C,A,B,E,C,A,B,B,E,B,D,C,D,B,B,A,C,E,C,B,C,C,B,B,B,C,A,B,D,A,A,C,C,C,D,E,C,C,E,C,E,D,C,C,D,C,C,C,A,C,E,B,C,D,C,C,C,B,C,B,C,D,E,C,B,D,C,D,A,B,C,C,C,E,C,C,E,D,C,B,D,C,C,C,C,E,D,D,C,A,C,D,C,D,C,C,C,B,C,B,B,C,C,C,C,E,C,C,C,D,C,C,C,C
1384,F,bajo,centro,0.407,media_baja,Oficios_Basicos,LIMPIEZA,23,empleabilidad_rapida,0.569,0.919,E,D,D,B,E,B,A,E,B,E,A,E,C,D,C,D,B,D,A,C,A,B,E,C,D,A,D,C,B,E,C,B,B,D,A,B,D,C,B,A,E,C,E,A,C,D,C,B,B,D,C,E,A,D,A,B,D,C,D,D,B,D,C,D,C,A,C,B,A,B,D,C,E,B,D,A,E,A,D,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,C,C,C,D,C,C,C,C,C,C,D,D,C,B,C,A,C,C,C,C,C,D,E,C,E,D,E,C,E,C,C,A,C,D,C,C,C,C,C,C,C,C,C,C,C,C,A,A,D,C,E,E,D,C,D,C,C,B,B,D
